"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords","Publisher"
"Shehu H.; Durga Rao P.","Shehu, Hussaini (57216395768); Durga Rao, P. (57209174718)","57216395768; 57209174718","Globalization and illicit drug use: A case study of north-east senatorial zone of Jigawa state, Nigeria","2020","International Journal of Control and Automation","13","2","","90","96","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083355546&partnerID=40&md5=27f3eb7acd072d09f5e9f652fd506074","Market liberalization policies brought in by globalization have increased the spread of drugs in rural communities of the Northeast zone of Jigawa State in specific and Nigeria in general. The primary occupation of this zone is agriculture both in the wet season and irrigation type. The study investigates the extent of drug use in these communities and to sensitize the dwellers on the danger of drug abuse. Examines how globalization made foreign drugs accessible to the local people. The study reveals the frequent abuse of Tramadol cigarette and cannabis. Both qualitative and quantitative methods were employed for data collection. The boom of agricultural business lack of government commitment and ignorance about the adverse effects of drugs intake are the main reasons for drug abuse in the study area.Government should focus attention on the rural communities through provision of basic infrastructural facilities, health care delivery system and improve security to reduce the menace of drug use. © 2020 SERSC.","Abuse; Drugs; Health; Licit and Illicit; Substance; Tramadol","","Science and Engineering Research Support Society"
"Matthay E.C.; Mousli L.M.; Fu C.; Zhang S.; Ponicki W.R.; Gruenewald P.; Apollonio D.E.; Schmidt L.A.","Matthay, Ellicott C. (57192429495); Mousli, Leyla M. (57382033800); Fu, Cynthia (57926758800); Zhang, Serena (57926743900); Ponicki, William R. (6507658011); Gruenewald, Paul (7006364411); Apollonio, Dorie E. (16030209300); Schmidt, Laura A. (7401563889)","57192429495; 57382033800; 57926758800; 57926743900; 6507658011; 7006364411; 16030209300; 7401563889","Equity in Coverage of Local Cannabis Control Policies in California, 2020-2021","2022","American Journal of Public Health","112","11","","1640","1650","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139804334&doi=10.2105%2fAJPH.2022.307041&partnerID=40&md5=8fcb2cd4a402c326e1e0c54cab760264","Objectives. To assess whether cannabis control policies that may protect public health were adopted evenly across California localities with differing sociodemographic compositions. Methods. From November 2020 to January 2021, we measured cannabis control policies for 241 localities across California and linked them to data on the characteristics of the communities affected by these policies. We evaluated whether disadvantaged communities were more likely to allow cannabis businesses and less likely to be covered by policies designed to protect public health. Results. Localities with all-out bans on cannabis businesses (65% of localities) were disproportionately high-education (55.8% vs 50.5% with any college) and low-poverty (24.3% vs 34.2%), with fewer Black (4.4% vs 6.9%) and Latinx (45.6% vs 50.3%) residents. Among localities that allowed retail cannabis businesses (28%), there were more cannabis control policies in localities with more high-income and Black residents, although the specific policies varied. Conclusions. Cannabis control policies are unequally distributed across California localities. If these policies protect health, inequities may be exacerbated. © 2022 Authors. All rights reserved.","","California; Cannabis; Commerce; Humans; Legislation, Drug; Policy; Public Health; cannabis; California; commercial phenomena; drug legislation; human; policy; public health","American Public Health Association Inc."
"Yablon C.M.","Yablon, Charles M. (6602827233)","6602827233","The lawyer as accomplice: Cannabis, uber, airbnb, and the ethics of advising ""Disruptive"" businesses","2019","Minnesota Law Review","104","1","","309","384","75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076372336&partnerID=40&md5=cb6d7eb6d2c8d55f798010e8622ca7b9","[No abstract available]","","","University of Minnesota"
"Trangenstein P.J.; Whitehill J.M.; Jenkins M.C.; Jernigan D.H.; Moreno M.A.","Trangenstein, Pamela J. (57194211643); Whitehill, Jennifer M. (38962107500); Jenkins, Marina C. (57202784922); Jernigan, David H. (7006094587); Moreno, Megan A. (15063097600)","57194211643; 38962107500; 57202784922; 7006094587; 15063097600","Active cannabis marketing and adolescent past-year cannabis use","2019","Drug and Alcohol Dependence","204","","107548","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072320247&doi=10.1016%2fj.drugalcdep.2019.107548&partnerID=40&md5=cfe39fea69859af5c641923dd060623f","Methods: Data are from an online survey of 482 adolescents (aged 15–19 years) living in states with legalized retail cannabis. Youth were asked about their engagement with cannabis promotions, including whether they liked/followed cannabis businesses on social media (Facebook, Twitter, and Instagram), had a favorite cannabis brand, or could see themselves owning/wearing a cannabis-branded product. Youth also self-reported cannabis use in the past year. We used logistic regression with a Bonferroni correction to compare the odds of cannabis use among youth with different levels of engagement with cannabis promotions and brands after controlling for demographics. Results: After adjusting for several possible confounders, youth who liked or followed a cannabis business on at least one social media platform had 5 times higher odds of past-year cannabis use (aOR = 5.00, 95% CI: 2.47, 10.09, p < 0.001). Youth who thought it was likely that they would own or wear cannabis-branded merchandise (aOR = 6.93, 95% CI: 4.45, 10.78, p < 0.001) or who had a favorite cannabis brand (aOR = 7.98, 95% CI: 4.90, 13.00, p < 0.001) had nearly 8 times greater odds of past-year cannabis use. Conclusion: Youth who engage with cannabis promotions and brands had higher odds of past-year cannabis use. Jurisdictions with retail cannabis may want to consider restrictions to limit youth engagement with cannabis promotions. © 2019 Elsevier B.V.","Adolescence; Cannabis; Marijuana; Marketing; Social media","Adolescent; Commerce; Female; Humans; Logistic Models; Male; Marijuana Use; Marketing; Social Media; Surveys and Questionnaires; United States; Young Adult; adolescent; adult; Article; Cannabis (genus); cannabis use; confounding variable; demography; drug marketing; female; human; major clinical study; male; priority journal; public relations; publication; regulatory mechanism; social behavior; social media; cannabis use; commercial phenomena; epidemiology; legislation and jurisprudence; marketing; psychology; questionnaire; statistical model; United States; young adult","Elsevier Ireland Ltd"
"Blanchette J.G.; Pacula R.L.; Smart R.; Lira M.C.; Boustead A.E.; Caulkins J.P.; Kilmer B.; Kerr W.C.; Treffers R.; Naimi T.S.","Blanchette, Jason G. (42760932000); Pacula, Rosalie Liccardo (6603430738); Smart, Rosanna (57194187912); Lira, Marlene C. (55983511300); Boustead, Anne E. (56431044300); Caulkins, Jonathan P. (7004463460); Kilmer, Beau (23392373200); Kerr, William C. (57206216408); Treffers, Ryan (55248079800); Naimi, Timothy S. (6701703214)","42760932000; 6603430738; 57194187912; 55983511300; 56431044300; 7004463460; 23392373200; 57206216408; 55248079800; 6701703214","Rating the comparative efficacy of state-level cannabis policies on recreational cannabis markets in the United States","2022","International Journal of Drug Policy","106","","103744","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131092127&doi=10.1016%2fj.drugpo.2022.103744&partnerID=40&md5=7fa5cc64e72b6823ecdcb0c36b88ad81","Background: Cannabis policy is developing faster than empirical evidence about policy effects. With a panel of experts in substance use policy development and research, we identified key cannabis policies and their provisions enacted by U.S. states; rated their theoretical efficacy in a restrictive form for reducing problematic use and impaired driving in the context of a recreational cannabis market as judged by experts; and rated the strength of evidence for each policy. Methods: Using a modified Delphi approach, 9 panelists rated the comparative efficacy of 18 state cannabis policies for reducing youth use of cannabis, excessive cannabis use among the general population, and cannabis-impaired driving. Each outcome was rated separately using a Likert scale, and panelists also rated the strength of evidence supporting each efficacy rating. Investigators provided descriptions of each policy so that the nine panelists had similar conceptions of each policy. Results: State monopoly (state owns all production, manufacturing, wholesale, and retail operations) was rated as the most effective policy for all three outcome areas. Restrictions on retail physical availability, taxes, retail price restrictions, and retail operations restrictions were also highly rated for all three outcomes. Policies regulating cannabis businesses and products were judged more effective than policies targeting consumer use and behavior. Panelists reported there was little or no direct evidence from the cannabis policy literature for most of the included policies. Conclusion: These ratings can facilitate research as well as policy-making decisions. A relatively small number of policies were judged to be highly effective across all three domains, indicating that for the most part adult excessive use, youth use, and impaired driving can all be reduced with the same set of policies; these policies tended to target the behaviors of businesses rather than consumers. The low levels of direct evidence available to inform policy ratings, as reported by the policy panelists, makes clear the need for ongoing and sustained cannabis policy research. © 2022","Cannabis; Legalization; Marijuana; Policy","Adolescent; Adult; Analgesics; Cannabinoid Receptor Agonists; Cannabis; Commerce; Hallucinogens; Humans; Legislation, Drug; Policy; Taxes; United States; alcohol; cannabis; opiate; recreational drug; analgesic agent; cannabinoid receptor agonist; psychedelic agent; Article; cannabis use; clinical article; drug efficacy; human; management; policy; public health; substance use; tobacco; adolescent; adult; commercial phenomena; drug legislation; policy; tax; United States","Elsevier B.V."
"Brushwood J.D.; Hall C.M.; Rapley E.T.","Brushwood, James D. (57190584427); Hall, Curtis M. (55259965500); Rapley, Eric T. (45561768300)","57190584427; 55259965500; 45561768300","Unintended costs of a dual regulatory environment: Evidence from state-level cannabis legalization and bank audit fees","2020","Journal of Accounting and Public Policy","39","3","106736","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084356908&doi=10.1016%2fj.jaccpubpol.2020.106736&partnerID=40&md5=5fab917202fb29edf3aa40c7e0cfd305","Since 2014, a number of U.S. states have legalized business activities related to the production, distribution, and use of recreational cannabis. These activities remain illegal at the U.S. federal level, creating a dual regulatory environment. The uncertainty related to the enforcement of federal cannabis laws affects businesses located in legalizing states, particularly federally-insured banks. Applying a difference-in-differences approach to a matched sample of banks in legalizing and non-legalizing states, we document an increase in audit fees incurred by banks located in legalizing states after cannabis legalization. This finding is consistent with increased auditor effort and engagement risk being an unintended consequence of state-level recreational cannabis legalization. In supplemental analysis, we find that the relation between banks’ audit fees and cannabis legalization was greater for banks having larger increases in banking activity, suggesting that audit fees increased primarily for banks that may be engaging in relationships with cannabis-related businesses. © 2020 Elsevier Inc.","Audit fees; Banking; Cannabis legalization; Conflicting regulatory environment; Enforcement uncertainty","","Elsevier Inc."
"Zullino D.F.; Kurt H.; Broers B.; Drexler A.; Graf H.-P.; Khazaal Y.; Le Bloc'h Y.; Pegard B.-L.; Borgeat F.; Preisig M.","Zullino, Daniele Fabio (7004740113); Kurt, Hans (8726702600); Broers, Barbara (7003868723); Drexler, Anita (24070261700); Graf, Hans-Peter (26653266800); Khazaal, Yasser (6603147873); Le Bloc'h, Yves (6506501710); Pegard, Baya-Laure (24071741200); Borgeat, François (7003840271); Preisig, Martin (6701501063)","7004740113; 8726702600; 7003868723; 24070261700; 26653266800; 6603147873; 6506501710; 24071741200; 7003840271; 6701501063","Swiss psychiatrists beliefs and attitudes about cannabis risks in psychiatric patients: Ideologically determined or evidence-based?","2008","Community Mental Health Journal","44","2","","86","96","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149191248&doi=10.1007%2fs10597-007-9103-x&partnerID=40&md5=07f76bc79f0e9960f11e1e08c7c502bf","The objective of this survey was to assess the beliefs of Swiss psychiatrists about the risks associated with cannabis, and to assess their prohibitive attitudes toward their patients. Eighty-two doctors agreed to fill-up the questionnaire. Cluster analysis retained a 3-cluster solution. Cluster 1: ""Prohibitionists"" believed that cannabis could induce and trigger all forms of psychiatric disorder, and showed a highly prohibitive attitude. Cluster 2: ""Causalists"" believed that schizophrenia, but not other psychiatric disorders, could be induced and triggered. Cluster 3: ""Prudent liberals"" did not believe that psychiatric disorders could be induced by cannabis, and were generally less prohibitive. © 2007 Springer Science+Business Media, LLC.","Attitude of health personnel; Cannabis; Drug and narcotic control; Mental disorders","cannabis; anxiety disorder; article; cannabis addiction; cluster analysis; depression; drug control; drug legislation; human; mental disease; physician attitude; policy; politics; psychiatrist; questionnaire; risk factor; schizophrenia; statistics; Switzerland","Springer Netherlands"
"Warnick B.J.; Kier A.S.; LaFrance E.M.; Cuttler C.","Warnick, Benjamin J. (56378919000); Kier, Alexander S. (57191189726); LaFrance, Emily M. (57196085231); Cuttler, Carrie (6508153599)","56378919000; 57191189726; 57196085231; 6508153599","Head in the clouds? Cannabis users' creativity in new venture ideation depends on their entrepreneurial passion and experience","2021","Journal of Business Venturing","36","2","106088","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099463505&doi=10.1016%2fj.jbusvent.2020.106088&partnerID=40&md5=5d72fe79727e25c3cdc1894033edc6d3","New venture ideation is critical to the entrepreneurial process. To generate creative ideas, some entrepreneurs turn to cannabis, proposing its benefits. However, extant research has not validated such claims. Using a new venture ideation task, we explore differences between cannabis users' and non-users' creativity in new venture ideation by assessing the originality and feasibility of their ideas. We theorized and found that cannabis users generate new venture ideas that are more original, but less feasible, compared to non-users. Further building upon creativity research emphasizing that motivation and knowledge shape creative thinking, we theorize that the cognitive effects of being a cannabis user on idea originality and feasibility are influenced by entrepreneurial passion for inventing—which reflects motivation to explore new venture ideas—and entrepreneurial experience (i.e., founding experience). Consistent with our theorizing, the increased originality and decreased feasibility of cannabis users' ideas surfaced to the extent that they had entrepreneurial passion for inventing and diminished commensurate with their entrepreneurial experience. Our study contributes to the literatures on new venture ideation, entrepreneurial passion, entrepreneurial experience, and cannabis users' creativity by providing an integrated perspective of cognitive, motivational, and experiential factors that drive entrepreneurs' creativity. Executive summary: New venture ideation is fundamentally creative, serving as a critical impetus to the entrepreneurial process. As such, scholars have long sought to understand the sources of creativity in new venture ideation, examining the influence of prior knowledge, alertness, experience, intuition, and pattern recognition, to name a few. Beyond such factors, certain drugs have long been used across a range of cultures to promote creativity. Perhaps most relevant in the present day is cannabis, which is becoming increasingly legitimized and used alongside a wave of legalization, with many advocating its creative benefits. However, little is known regarding whether entrepreneurs who use cannabis demonstrate enhanced creativity in new venture ideation. Whereas creativity research has generally found that cannabis users generate ideas of higher originality than non-users, new venture ideas must also be feasible if they are to be implemented in a manner that creates market value. Moreover, although entrepreneurship research has proposed and found evidence that some entrepreneurs use drugs in an attempt to cope with negative emotions and stress, understanding whether entrepreneurs' drug use of any kind is associated with differential performance on entrepreneurial tasks, whether positive or negative, is notably lacking. Drawing upon research on the cognitive influence of chronic cannabis use, we propose that cannabis users generate new venture ideas of higher originality, but lower feasibility, compared to non-users. Cannabis users are more impulsive, disinhibited, and better at identifying relationships among seemingly disparate concepts, holding potential to benefit their idea originality. However, such effects and cannabis users' impaired executive functioning likely detract from idea feasibility. We theorize additional contingencies of these relationships by building upon Runco and Chand's (1994, 1995) model of creative thinking, which holds that creative thinking is shaped by motivation and knowledge gained through experience. We theorize that entrepreneurial passion for inventing—which reflects motivation to explore new venture ideas—strengthens cannabis users' tendency to focus on idea originality to the detriment of idea feasibility. In contrast, entrepreneurial experience buffers such tendencies of cannabis users, encouraging a more pragmatic approach that is less focused on idea originality, but more focused on idea feasibility. We test our hypotheses on a sample of 254 entrepreneurs with founding experience by employing a new venture ideation task in which we separately account for the originality and feasibility of cannabis users' and non-users' new venture ideas. Cannabis users generated ideas of higher originality, but lower feasibility, compared to non-users. In addition, these differences were contingent upon entrepreneurial passion for inventing and entrepreneurial experience. Specifically, the higher originality and lower feasibility of cannabis users' ideas surfaced for entrepreneurs with high, but not low, entrepreneurial passion for inventing, and for those with low, but not high, entrepreneurial experience. Thus, entrepreneurial passion for inventing appears to play a role in channeling cannabis users toward idea originality but away from idea feasibility. Conversely, entrepreneurial experience appears to attenuate the positive relationship of being a cannabis user with idea originality and its negative relationship with idea feasibility. Our study contributes to literatures on new venture ideation, entrepreneurial passion, entrepreneurial experience, and cannabis users' creativity. Whereas research on creativity in business and entrepreneurial contexts often conflates originality and feasibility, the divergent effects we uncover highlight the importance of their separate consideration. We also contribute to the literatures on entrepreneurial passion and entrepreneurial experience by theorizing and finding evidence that their influence on creativity in new venture ideation differs based on cognitive factors, such as those that differ between cannabis users and non-users. Finally, we provide insight into the creative benefits and detriments associated with being a cannabis user, suggesting that cannabis usersespecially those who are passionate about exploring new venture ideas or those with relatively little entrepreneurial experience, may benefit from non-users' insights to develop the feasibility of their ideas. © 2020 Elsevier Inc.","Cannabis/marijuana; Creativity; Entrepreneurial experience; Entrepreneurial passion for inventing; New venture ideation","","Elsevier Inc."
"Aliekperova N.; Kosyachenko D.; Kaniura O.","Aliekperova, Nataliia (57201491728); Kosyachenko, Kostyantyn (57204583019); Kaniura, Oleksandr (57219116976)","57201491728; 57204583019; 57219116976","Perspectives on formation of medical cannabis market in Ukraine based on holistic approach","2020","Journal of Cannabis Research","2","1","33","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147138285&doi=10.1186%2fs42238-020-00044-y&partnerID=40&md5=e210fe832488a412413f153a113b35b1","Background: Nowadays, medical cannabis still remains inaccesible for patients in the former Union of Soviet Socialist Republics (USSR). Even registered medicinal products based on herbal or synthetic cannabinoids, like Sativex, are practically unavailable due to their high cost and narrow scope of application (for example, in Lithuania). However, before the absolute prohibition of medical cannabis in the USSR, in line with Single Convention of 1961, the State Pharmacopoeia of the USSR (eighth edition) published monographs on such medicinal products as ""Herba Cannabis indicae"", ""Extractum Cannabis indicae spissum""and ""Fructus Cannabis"", which could be prescribed by physicians with precaution. Objectives: Formation of a holistic approach aimed at the creation of appropriate conditions for the development of medical cannabis market and the improvement of life quality and health of Ukrainian patients. Methods: We analyzed legislation and regulation mechanisms for medical cannabis in the USSR, and the present availability of these products for patients in the former USSR, such as Lithuania, Georgia, Estonia, Russian Federation, and Ukraine. Four hundred thirty-five Ukrainian pharmacy students participated in the quantitative analysis (a survey) that took place on April-May, 2019 at Bogomolets National Medical University (Kyiv, Ukraine). They were surveyed about legalization of medical cannabis in Ukraine, advisability of including cannabis and cannabinoids related data into educational programs, and other issues. Qualitative analysis we applied consisted of the stakeholder analysis and Strength, Weakness, Opportunity, and Threat (SWOT) analysis. We classified the key stakeholders into the patients, healthcare professionals, legislative and regulatory bodies, pharmaceutical companies, pharmacies, etc., and ranked them based on their power and interest in the development of potential medical cannabis market in Ukraine. We also identified their expectations and goals. SWOT analysis allows us to evaluate predictable risks and opportunities, as well as strong and weak aspects of the effective development of medical cannabis industry in Ukraine. Results: According to the survey among pharmacy students, about 80% support the legalization of cannabis for medical purposes. However, two-Thirds of them think that there is a risk of illicit turnover. Nearly half of the respondents are not informed or poorly informed about cannabis therapeutic properties. At the same time, nearly 90% consider that materials on medicinal properties of cannabis and cannabinoids should be included in the training program. Nowadays, such stakeholders as legislative and regulatory bodies have the highest power over the development of potential medical cannabis market in Ukraine: more than two million Ukrainian patients still cannot access an effective cannabinoids based treatment. There are over 20 thousand children among them suffering from drug-resistant epilepsy due to the lack of adequate legislation. Moreover, a lot of stakeholders with high level of interest, such as growers, manufacturers of cannabidiol (CBD) products, pharmaceutical companies, pharmacies, higher education institutions, even scientists and healthcare professionals are still waiting for the legalization of cannabis for medical and scientific purposes in Ukraine. SWOT analysis shows that present business structures, educational and scientific institutions, regulatory bodies, and the competency of domestic specialists are strong enough to develop a new market of cannabis-based medicinal products in Ukraine. However, a long-Term ban on medical cannabis requires more time for creating the entire ecosystem. This market can be quite attractive in Ukraine. It is characterized by high growth rates, low entry barriers and a substantial demand. Yet, its advancement depends significantly on the appropriate regulatory framework, high level of awareness among health professionals and society as a whole, and involvement in scientific study to become a part of the global medical cannabis market. Discussion: The holistic approach is aimed to improve health and life quality of Ukrainian patients through cannabis-based medicinal products. It consists of three components: changes in legislation and regulation procedures; changes to value orientations in society; observance of stakeholders' interests and purposes. Specific recommendations are worked out to realize this approach in Ukraine.  © 2020 The Author(s).","Former USSR countries; Market regulations; Medical cannabis; Pharmacy students; Ukraine; USSR","cannabidiol; cannabinoid; medical cannabis; Article; drug industry; drug resistant epilepsy; education program; Estonia; Georgia (republic); health care personnel; holistic care; human; law; Lithuania; market; pharmacy (shop); pharmacy student; priority journal; qualitative analysis; quality of life; quantitative analysis; risk; society; Ukraine; Ukrainian (people); USSR","BioMed Central Ltd"
"Crosby A.","Crosby, Andrew (57197681705)","57197681705","Contesting cannabis: Indigenous jurisdiction and legalization","2019","Canadian Public Administration","62","4","","634","655","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075790382&doi=10.1111%2fcapa.12351&partnerID=40&md5=ab5dd591e06750b9acf5402d660e9618","In the early days of cannabis legalization, certain Indigenous communities and businesses are asserting jurisdictional authority and refuse to acknowledge federal and provincial sovereignty on their territories. This has led, in some cases, to police intervention. This article examines jurisdictional contestations on Indigenous lands in relation to cannabis legalization, providing insight on the responses of government and law enforcement. The Canadian approach may have lasting implications for reconciliation and Indigenous relations beyond the cannabis field. © The Institute of Public Administration of Canada/L'Institut d'administration publique du Canada 2019","","","Institute of Public Administration of Canada"
"Turley P.; Wang W.; Hefner F.","Turley, Paige (59175919300); Wang, Weishen (35101096900); Hefner, Frank (25621042000)","59175919300; 35101096900; 25621042000","Stock Performance of the Cannabis Industry Compared to Other Sin Industries","2024","Journal of Beta Investment Strategies","15","2","","103","115","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196160595&doi=10.3905%2fjbis.2024.1.058&partnerID=40&md5=362076979da796568a2eeab9b76d89f3","Cannabis is a controversial product, and cannabis-related businesses (CRB) currently are constrained at the federal level and in many states where the use of cannabis is illegal. To analyze whether these constraints and controversies affected performance, we created a portfolio containing cannabis firms and their stocks to measure growth and stock performance. We compared the performance of the cannabis industry with other similar “sin” industries. We found that despite the constraints and controversies surrounding the industry, firms in the cannabis industry have high growth rates and their stocks perform favorably compared to broad indexes and other “sin” industries. Based on some valuation metrics, cannabis stocks currently are undervalued. Copyright 2024 With Intelligence LLC.","","","Portfolio Management Research"
"Dinieri J.A.; Hurd Y.L.","Dinieri, Jennifer A. (10144837800); Hurd, Yasmin L. (7005112959)","10144837800; 7005112959","Rat models of prenatal and adolescent cannabis exposure","2012","Methods in Molecular Biology","829","","","231","242","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856356408&doi=10.1007%2f978-1-61779-458-2_14&partnerID=40&md5=eb4bff1b151d504792d23e331e39dcae","Marijuana (Cannabis sativa) is the illicit drug most commonly used by two vulnerable populations relevant to neurodevelopment-pregnant women and teenagers. Human longitudinal studies have linked prenatal and adolescent cannabis exposure with long-term behavioral abnormalities as well as increased vulnerability to neuropsychiatric disorders in adulthood. Animal models provide a means of studying the neurobiological mechanisms underlying these long-term effects. This chapter provides an overview of the animal models we have used to study the developmental impact of cannabis. © 2012 Springer Science+Business Media, LLC.","Δ-9-Tetrahydrocannabinol; Cannabinoid; Drug addiction; Neurodevelopment; Perinatal","Adolescent; Animals; Cannabis; Female; Humans; Male; Marijuana Abuse; Models, Animal; Nervous System; Plant Extracts; Pregnancy; Prenatal Exposure Delayed Effects; Rats; Rats, Long-Evans; Rats, Sprague-Dawley; Tetrahydrocannabinol; Animalia; Cannabis; Cannabis sativa; Rattus; cannabis; plant extract; tetrahydrocannabinol; adolescent; animal; animal model; cannabis addiction; drug effect; female; human; Long Evans rat; male; nervous system; pathophysiology; pregnancy; prenatal development; prenatal exposure; rat; review; Sprague Dawley rat",""
"Walley A.Y.; Krupitsky E.M.; Cheng D.M.; Raj A.; Edwards E.M.; Bridden C.; Egorova V.Y.; Zvartau E.E.; Woody G.E.; Samet J.H.","Walley, Alexander Y. (8317404900); Krupitsky, Evgeny M. (6701453202); Cheng, Debbie M. (7402806458); Raj, Anita (7006091970); Edwards, Erika M. (12770980500); Bridden, Carly (24398521900); Egorova, Valentina Y. (10043216800); Zvartau, Edwin E. (24287179800); Woody, George E. (7006603836); Samet, Jeffrey H. (7202405920)","8317404900; 6701453202; 7402806458; 7006091970; 12770980500; 24398521900; 10043216800; 24287179800; 7006603836; 7202405920","Implications of cannabis use and heavy alcohol use on HIV drug risk behaviors in Russian heroin users","2008","AIDS and Behavior","12","4","","662","669","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749113409&doi=10.1007%2fs10461-007-9243-6&partnerID=40&md5=51945379284d5331be1b66389e4566a0","Cannabis and heavy alcohol use potentially increase HIV transmission by increasing risky drug behaviors. We studied 404 subjects entering treatment for heroin dependence, in St. Petersburg, Russia. We used the HIV Risk Assessment Battery (RAB) drug subscale to measure risky drug behavior. Although all heavy alcohol users had risky drug behaviors, their drug RAB scores did not differ from non-heavy alcohol users in unadjusted or adjusted analyses. Cannabis use was significantly associated with drug RAB scores in unadjusted analyses (mean difference 1.7 points) and analyses adjusted for age, sex, and employment (mean difference 1.3 points). When also adjusting for stimulant use, the impact of cannabis use was attenuated and no longer statistically significant (mean difference 1.1 points). Because of the central role of risky drug behaviors in the Russian HIV epidemic, it is important to understand how the use of multiple substances, including cannabis and alcohol, impacts risky drug behaviors. © 2007 Springer Science+Business Media, LLC.","Alcohol; Cannabis; HIV; Risk behaviors; Russia","Adult; Alcohol Drinking; Cannabis; Disease Outbreaks; Female; Heroin Dependence; HIV Infections; Humans; Male; Naltrexone; Risk-Taking; Russia; Sexual Behavior; Treatment Outcome; cannabis; diamorphine; naltrexone; adult; age distribution; alcohol abuse; alcohol consumption; alcoholism; article; controlled study; disease transmission; drug dependence; employment; female; health behavior; heroin dependence; human; Human immunodeficiency virus infection; infection risk; major clinical study; male; risk assessment; risk factor; Russian Federation; sex ratio",""
"Kinney A.B.","Kinney, Alexander B. (57202032244)","57202032244","Surveillance, Social Control, and Managing Semi-Legality in U.S. Commercial Cannabis","2024","Social Problems","71","2","","572","593","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160108182&doi=10.1093%2fsocpro%2fspac037&partnerID=40&md5=5b6c9e1356c66eba15f7049c8d062424","This article presents a case study of commercial cannabis in the United States. Drawing on 56 interviews with cannabis stakeholders collected between 2018-2020, I examine how different governmentalities of surveillance became distorted by the contradiction between state and federal cannabis laws. As in other regulated markets, these governmentalities informed state-sponsored surveillance initiatives to stop, contain, or support certain forms of deviance by commercial cannabis businesses. Due to fragmented governance, the efficacy of these initiatives depended in part upon the actions of the regulated cannabis industry. Commercial cannabis businesses looked to how surveillance was configured to develop strategies that could help them overcome challenges stemming from their semi-legality. These strategies included incorporating practices that were not required by law, partnering with the state in surveillance efforts, and engaging in activities to combat the black market. I argue that the embedded relationship between governmentalities, surveillance initiatives, and commercial cannabis activities transformed these strategies into mechanisms through which structure emerged in this nascent market. This paper introduces a set of surveillance categories, proposes new directions for research on social control and markets, and offers a novel study of commercial cannabis that can help to explain the trajectory of this market. © The Author(s) 2022. Published by Oxford University Press on behalf of the Society for the Study of Social Problems. All rights reserved.","cannabis; governmentality; gray markets; social control; surveillance","","Oxford University Press"
